booking_id,customer_id,status,check_in,check_out,no_of_rooms,hotel_id,amount,discount,date_of_booking
747,18009,Cancelled,31-01-2017,01-02-2017,1,522,2014,426,31-01-2017
748,62098,Stayed,30-01-2017,31-01-2017,1,522,2144,545,29-01-2017
749,143237,Cancelled,29-01-2017,30-01-2017,1,522,2599,550,14-01-2017
750,195338,Stayed,23-01-2017,24-01-2017,1,522,2144,453,22-01-2017
751,111153,Stayed,21-01-2017,22-01-2017,1,522,2599,550,06-01-2017
752,41471,Stayed,19-01-2017,20-01-2017,1,522,2144,472,19-01-2017
753,45089,Cancelled,11-01-2017,12-01-2017,1,522,1884,398,10-01-2017
754,3145,Stayed,08-01-2017,09-01-2017,1,522,1884,494,08-01-2017
755,41471,Stayed,18-01-2017,19-01-2017,1,522,2144,453,18-01-2017
756,77935,Stayed,06-01-2017,07-01-2017,1,522,1949,495,05-01-2017
757,16566,Cancelled,28-01-2017,31-01-2017,1,323,6755,1429,26-01-2017
758,26820,No Show,26-01-2017,27-01-2017,1,323,2274,481,26-01-2017
759,41471,Cancelled,19-01-2017,20-01-2017,1,323,2664,586,18-01-2017
760,41471,Cancelled,18-01-2017,19-01-2017,1,323,2469,523,18-01-2017
761,44356,Stayed,07-01-2017,08-01-2017,1,323,2339,594,07-01-2017
762,16744,Stayed,06-01-2017,07-01-2017,1,323,2339,594,06-01-2017
763,150171,Cancelled,02-01-2017,03-01-2017,1,655,3509,743,02-01-2017
764,62188,Stayed,07-01-2017,10-01-2017,1,478,7016,1781,07-01-2017
765,141740,Cancelled,28-01-2017,29-01-2017,1,483,2404,508,28-01-2017
766,46167,Cancelled,26-02-2017,28-02-2017,1,996,6757,1430,27-01-2017
767,69366,No Show,27-01-2017,28-01-2017,2,706,5522,1401,27-01-2017
768,68193,Cancelled,17-02-2017,21-02-2017,1,505,14035,2969,19-01-2017
769,137548,Stayed,27-01-2017,28-01-2017,1,505,2469,543,26-01-2017
770,69073,Stayed,06-01-2017,07-01-2017,1,505,2209,561,05-01-2017
771,15656,Cancelled,27-02-2017,01-03-2017,1,997,10267,2606,18-01-2017
772,66828,Cancelled,20-02-2017,21-02-2017,1,998,4744,1205,23-01-2017
773,109945,Cancelled,01-02-2017,03-02-2017,1,998,7082,1498,31-01-2017
774,72025,Stayed,23-01-2017,24-01-2017,1,877,2534,536,23-01-2017
775,33824,Stayed,21-01-2017,22-01-2017,1,877,2404,529,21-01-2017
776,33824,Cancelled,21-01-2017,22-01-2017,1,877,3184,673,21-01-2017
777,3929,Stayed,08-01-2017,09-01-2017,2,877,5327,1352,08-01-2017
778,3929,Stayed,10-01-2017,11-01-2017,1,877,3054,801,09-01-2017
779,3929,Stayed,09-01-2017,10-01-2017,2,877,5327,1397,09-01-2017
780,43827,Cancelled,23-01-2017,24-01-2017,1,808,4354,921,21-01-2017
781,96106,Stayed,18-01-2017,21-01-2017,1,808,6431,1632,04-01-2017
782,192192,Stayed,20-01-2017,21-01-2017,1,808,2209,561,20-01-2017
783,81480,Cancelled,06-01-2017,07-01-2017,1,808,2079,528,06-01-2017
784,7326,Stayed,04-01-2017,05-01-2017,1,808,1884,479,04-01-2017
785,7326,Stayed,03-01-2017,04-01-2017,1,808,1884,479,03-01-2017
786,57879,Cancelled,03-01-2017,04-01-2017,1,808,2794,710,02-01-2017
787,136170,Stayed,28-01-2017,29-01-2017,1,703,3184,701,28-01-2017
788,42878,Cancelled,27-01-2017,30-01-2017,2,703,19297,4245,05-01-2017
789,131261,Stayed,09-01-2017,10-01-2017,1,703,4029,1023,09-01-2017
790,134588,No Show,24-01-2017,25-01-2017,1,979,2989,759,24-01-2017
791,155740,Cancelled,27-01-2017,28-01-2017,1,342,3769,798,27-01-2017
792,131261,Cancelled,05-01-2017,06-01-2017,1,342,2339,594,04-01-2017
793,173521,Stayed,10-01-2017,13-01-2017,1,345,7601,1929,07-01-2017
794,153931,Cancelled,24-01-2017,25-01-2017,1,704,2079,440,23-01-2017
795,81775,Stayed,20-01-2017,21-01-2017,1,704,2144,453,14-01-2017
796,81775,Cancelled,20-01-2017,21-01-2017,1,704,2534,536,11-01-2017
797,81775,Cancelled,23-01-2017,24-01-2017,1,704,2469,523,04-01-2017
798,159297,Cancelled,09-01-2017,13-01-2017,1,164,14815,3134,01-01-2017
799,118118,Stayed,01-01-2017,02-01-2017,1,689,4224,893,01-01-2017
800,28143,Stayed,22-01-2017,28-01-2017,1,666,18712,4116,12-01-2017
801,28143,Stayed,22-01-2017,25-01-2017,1,666,8576,1887,12-01-2017
802,189822,Stayed,12-01-2017,13-01-2017,1,586,1689,372,11-01-2017
803,64904,Stayed,21-01-2017,22-01-2017,1,628,2427,534,16-01-2017
804,186338,Cancelled,23-01-2017,25-01-2017,2,628,8445,1786,12-01-2017
805,63569,No Show,19-01-2017,20-01-2017,1,628,1594,338,19-01-2017
806,97682,Cancelled,15-01-2017,18-01-2017,1,628,5214,1103,12-01-2017
807,177898,Cancelled,10-01-2017,11-01-2017,1,628,1495,380,10-01-2017
808,38803,Stayed,05-01-2017,06-01-2017,1,628,2597,550,02-01-2017
809,121394,Stayed,03-01-2017,05-01-2017,1,628,3726,789,02-01-2017
810,103317,Stayed,03-01-2017,04-01-2017,1,628,2236,568,03-01-2017
811,16808,Cancelled,07-01-2017,08-01-2017,2,599,3767,956,07-01-2017
812,100836,Cancelled,02-02-2017,04-02-2017,1,724,3637,770,31-01-2017
813,32986,Stayed,31-01-2017,01-02-2017,1,724,1559,343,30-01-2017
814,133215,Cancelled,28-01-2017,30-01-2017,1,724,5457,1155,27-01-2017
815,183351,Stayed,25-01-2017,26-01-2017,4,862,8528,1877,25-01-2017
816,106307,Stayed,14-01-2017,15-01-2017,2,862,2795,592,14-01-2017
817,158040,Cancelled,29-01-2017,30-01-2017,2,665,6107,1343,23-01-2017
818,121598,Stayed,04-02-2017,06-02-2017,1,192,6562,1388,30-01-2017
819,106973,Cancelled,19-01-2017,20-01-2017,1,192,3834,844,19-01-2017
820,177898,Stayed,29-01-2017,30-01-2017,1,514,2339,495,29-01-2017
821,177898,Cancelled,29-01-2017,30-01-2017,1,514,2339,495,29-01-2017
822,168301,Stayed,27-01-2017,28-01-2017,1,514,2404,508,27-01-2017
823,168301,Stayed,26-01-2017,27-01-2017,1,514,2404,508,26-01-2017
824,187164,Stayed,09-01-2017,10-01-2017,1,758,2859,726,09-01-2017
825,35857,Stayed,13-01-2017,16-01-2017,1,140,14621,3216,13-01-2017
826,63819,Cancelled,27-01-2017,29-01-2017,1,932,4547,963,26-01-2017
827,125092,Stayed,16-01-2017,17-01-2017,1,932,1559,330,16-01-2017
828,40151,Stayed,15-01-2017,17-01-2017,1,932,3247,824,15-01-2017
829,63819,Stayed,27-01-2017,29-01-2017,1,124,4402,968,27-01-2017
830,180731,Stayed,21-01-2017,23-01-2017,1,124,4607,975,21-01-2017
831,152455,Cancelled,22-01-2017,24-01-2017,1,124,6201,1312,05-01-2017
832,191500,Cancelled,09-01-2017,10-01-2017,1,124,2044,519,07-01-2017
833,148275,Stayed,05-01-2017,06-01-2017,1,124,1314,333,05-01-2017
834,16808,Stayed,07-01-2017,08-01-2017,2,268,4027,1022,07-01-2017
835,50419,Cancelled,28-01-2017,30-01-2017,1,585,5262,1157,22-01-2017
836,50419,Cancelled,27-01-2017,30-01-2017,1,585,6950,1764,21-01-2017
837,107726,Stayed,19-01-2017,21-01-2017,1,306,9812,2158,18-01-2017
838,107726,No Show,19-01-2017,21-01-2017,1,306,9812,2158,18-01-2017
839,73042,Stayed,05-02-2017,07-02-2017,1,919,3897,825,29-01-2017
840,101548,Stayed,28-01-2017,29-01-2017,1,373,2404,508,28-01-2017
841,27291,Stayed,24-01-2017,25-01-2017,1,373,2729,578,24-01-2017
842,185389,Stayed,31-01-2017,01-02-2017,1,886,3054,646,31-01-2017
843,89579,Cancelled,28-01-2017,31-01-2017,1,926,12281,2598,28-01-2017
844,43500,Stayed,10-01-2017,12-01-2017,1,330,11697,2969,06-01-2017
845,120340,Stayed,04-01-2017,05-01-2017,1,330,6499,1650,04-01-2017
846,120340,Stayed,03-01-2017,04-01-2017,1,330,6824,1502,02-01-2017
847,125127,No Show,18-01-2017,19-01-2017,1,329,6174,1359,18-01-2017
848,87662,Stayed,17-02-2017,19-02-2017,1,750,5977,1517,26-01-2017
849,146588,Stayed,17-01-2017,18-01-2017,1,750,2859,605,16-01-2017
850,13601,Stayed,11-01-2017,12-01-2017,1,750,3054,801,11-01-2017
851,82240,Cancelled,01-02-2017,04-02-2017,1,235,10397,2200,26-01-2017
852,59546,Stayed,28-01-2017,29-01-2017,1,235,3466,734,28-01-2017
853,59546,Stayed,27-01-2017,28-01-2017,1,235,2995,634,27-01-2017
854,162220,Stayed,26-01-2017,27-01-2017,1,235,3985,1012,26-01-2017
855,38733,Cancelled,03-03-2017,07-03-2017,1,136,21055,4454,12-01-2017
856,169224,Cancelled,08-01-2017,09-01-2017,1,136,5654,1436,01-01-2017
857,88774,Stayed,17-01-2017,19-01-2017,2,538,31585,6681,17-01-2017
858,132971,Stayed,19-01-2017,21-01-2017,1,804,9097,2001,18-01-2017
859,44047,Stayed,03-01-2017,07-01-2017,1,804,17155,3629,02-01-2017
860,18527,Stayed,21-02-2017,23-02-2017,1,226,4807,0,12-01-2017
861,2202,Stayed,17-02-2017,19-02-2017,1,226,6367,0,26-01-2017
862,2202,Stayed,18-02-2017,19-02-2017,3,226,9551,0,26-01-2017
863,151818,Stayed,25-01-2017,26-01-2017,1,226,2274,0,24-01-2017
864,81672,Cancelled,10-01-2017,11-01-2017,1,226,2404,0,10-01-2017
865,179662,Cancelled,03-02-2017,04-02-2017,1,540,3964,872,25-01-2017
866,21716,Cancelled,14-02-2017,15-02-2017,1,267,5719,1210,29-01-2017
867,132447,Stayed,24-01-2017,25-01-2017,2,267,11177,2459,22-01-2017
868,66504,Stayed,14-01-2017,17-01-2017,1,267,16766,3546,13-01-2017
869,21716,Stayed,09-02-2017,10-02-2017,1,267,5589,1183,29-01-2017
870,69610,Stayed,22-01-2017,23-01-2017,1,847,9554,2021,21-01-2017
871,100139,Stayed,16-01-2017,18-01-2017,1,234,8447,1858,16-01-2017
872,13794,Cancelled,06-01-2017,07-01-2017,1,234,4874,1278,05-01-2017
873,43903,Cancelled,27-01-2017,28-01-2017,1,885,1494,329,27-01-2017
874,75950,Stayed,06-01-2017,07-01-2017,1,885,2079,528,06-01-2017
875,198997,Cancelled,06-01-2017,12-01-2017,1,885,18057,4737,06-01-2017
876,75121,Cancelled,20-01-2017,22-01-2017,1,288,9812,2076,17-01-2017
877,67726,Stayed,11-01-2017,12-01-2017,1,288,3769,798,11-01-2017
878,194812,Cancelled,06-02-2017,08-02-2017,1,800,6822,1500,31-01-2017
879,44490,Stayed,21-01-2017,22-01-2017,1,800,5719,1210,21-01-2017
880,85307,Cancelled,21-01-2017,22-01-2017,1,800,5719,1210,21-01-2017
881,107187,Stayed,12-01-2017,13-01-2017,1,800,3704,783,12-01-2017
882,22257,Cancelled,01-01-2017,02-01-2017,1,800,3444,875,01-01-2017
883,97046,Cancelled,10-03-2017,11-03-2017,1,188,3184,673,24-01-2017
884,106210,Cancelled,02-02-2017,03-02-2017,1,188,2664,586,31-01-2017
885,106210,Stayed,23-01-2017,24-01-2017,1,188,2924,1238,21-01-2017
886,121674,Stayed,14-01-2017,16-01-2017,1,117,10917,2310,14-01-2017
887,48699,Stayed,09-01-2017,11-01-2017,1,117,9877,2507,08-01-2017
888,183245,Cancelled,07-01-2017,08-01-2017,1,117,5589,1419,04-01-2017
889,65208,Stayed,01-01-2017,02-01-2017,1,117,5589,1419,01-01-2017
890,48699,Stayed,11-01-2017,12-01-2017,1,96,5264,1381,10-01-2017
891,142265,Cancelled,29-01-2017,30-01-2017,1,68,2989,759,29-01-2017
892,90036,Stayed,07-01-2017,08-01-2017,1,68,5004,1271,07-01-2017
893,90036,Stayed,06-01-2017,07-01-2017,1,68,4029,1023,05-01-2017
894,168358,Stayed,05-01-2017,06-01-2017,1,68,4419,1122,05-01-2017
895,166300,Stayed,01-01-2017,02-01-2017,1,501,5004,1058,01-01-2017
896,14742,Stayed,05-01-2017,06-01-2017,1,546,6044,1535,05-01-2017
897,23705,Stayed,24-01-2017,26-01-2017,1,325,7472,1581,24-01-2017
898,37363,Cancelled,06-02-2017,11-02-2017,1,186,13644,3002,22-01-2017
899,71996,Stayed,08-01-2017,10-01-2017,1,186,5457,1385,03-01-2017
900,36718,Cancelled,31-01-2017,01-02-2017,1,111,2794,615,30-01-2017
901,23250,Stayed,14-01-2017,15-01-2017,1,500,2014,426,14-01-2017
902,137974,Stayed,26-01-2017,27-01-2017,1,261,2144,453,26-01-2017
903,133115,Stayed,22-01-2017,23-01-2017,1,261,2404,1018,21-01-2017
904,133115,Stayed,20-01-2017,22-01-2017,1,261,4222,893,20-01-2017
905,129376,Cancelled,15-01-2017,16-01-2017,1,261,2404,529,15-01-2017
906,141373,Stayed,05-01-2017,06-01-2017,1,261,2079,528,04-01-2017
907,141373,Stayed,04-01-2017,05-01-2017,1,261,2144,545,03-01-2017
908,179812,Stayed,02-02-2017,03-02-2017,1,59,1819,440,31-01-2017
909,37981,Stayed,30-01-2017,31-01-2017,1,59,1754,386,30-01-2017
910,137974,Stayed,29-01-2017,30-01-2017,1,59,2079,440,29-01-2017
911,67743,Cancelled,27-01-2017,28-01-2017,1,59,2144,545,26-01-2017
912,37981,Cancelled,19-01-2017,20-01-2017,1,59,2274,501,18-01-2017
913,132187,Stayed,19-01-2017,20-01-2017,1,59,2079,440,19-01-2017
914,141064,Cancelled,23-01-2017,24-01-2017,1,59,2209,468,22-01-2017
915,161333,Stayed,08-01-2017,09-01-2017,1,59,1559,396,08-01-2017
916,127919,Stayed,08-01-2017,09-01-2017,1,59,1559,396,08-01-2017
917,68922,Stayed,07-01-2017,08-01-2017,1,59,2339,594,06-01-2017
918,37981,Stayed,04-01-2017,05-01-2017,1,59,1884,494,04-01-2017
919,143977,Stayed,15-01-2017,16-01-2017,2,965,4027,853,15-01-2017
920,143977,Cancelled,15-01-2017,16-01-2017,2,965,4027,886,15-01-2017
921,71704,Stayed,31-01-2017,01-02-2017,1,670,1754,371,31-01-2017
922,190240,Stayed,17-01-2017,18-01-2017,1,670,1689,429,17-01-2017
923,163001,Stayed,14-01-2017,15-01-2017,1,670,1819,385,14-01-2017
924,61396,Cancelled,07-01-2017,08-01-2017,2,670,6367,1616,06-01-2017
925,151754,Stayed,28-01-2017,29-01-2017,1,324,1884,398,28-01-2017
926,44199,Cancelled,01-02-2017,02-02-2017,1,217,2274,578,31-01-2017
927,135873,Stayed,11-01-2017,12-01-2017,1,217,1559,409,11-01-2017
928,133115,Stayed,06-01-2017,09-01-2017,1,217,7211,1830,06-01-2017
929,173243,Cancelled,02-02-2017,03-02-2017,1,162,2172,477,27-01-2017
930,140493,No Show,31-01-2017,01-02-2017,2,162,4446,941,27-01-2017
931,140493,No Show,31-01-2017,01-02-2017,2,162,4446,941,27-01-2017
932,108885,No Show,28-01-2017,29-01-2017,1,162,3563,754,26-01-2017
933,173243,Cancelled,16-02-2017,17-02-2017,1,162,3424,725,27-01-2017
934,14623,Cancelled,18-01-2017,19-01-2017,1,162,2726,576,18-01-2017
935,140493,No Show,16-01-2017,17-01-2017,3,162,6915,1463,14-01-2017
936,140493,No Show,15-01-2017,16-01-2017,2,162,5364,1135,15-01-2017
937,140493,No Show,13-01-2017,14-01-2017,1,162,2371,502,13-01-2017
938,140493,Cancelled,13-01-2017,14-01-2017,2,162,4826,1021,13-01-2017
939,140493,No Show,12-01-2017,13-01-2017,1,162,2487,526,12-01-2017
940,15533,Stayed,09-01-2017,10-01-2017,1,162,3901,990,09-01-2017
941,140493,No Show,09-01-2017,10-01-2017,2,162,3765,956,09-01-2017
942,140493,Cancelled,09-01-2017,10-01-2017,1,162,1882,477,09-01-2017
943,60406,Stayed,06-01-2017,07-01-2017,1,162,2588,657,06-01-2017
944,140493,No Show,22-01-2017,23-01-2017,1,162,2659,562,22-01-2017
945,140493,No Show,22-01-2017,23-01-2017,2,162,5317,1125,22-01-2017
946,140493,No Show,06-01-2017,07-01-2017,2,162,6786,1723,06-01-2017
947,60406,Cancelled,06-01-2017,07-01-2017,1,162,3649,926,05-01-2017
948,17878,Cancelled,06-01-2017,07-01-2017,1,162,2484,630,03-01-2017
949,35923,Cancelled,04-01-2017,05-01-2017,1,162,1665,422,04-01-2017
950,173243,Cancelled,02-02-2017,03-02-2017,1,203,3184,1045,23-01-2017
951,31449,Stayed,29-01-2017,30-01-2017,1,203,2469,523,29-01-2017
952,21694,Cancelled,23-01-2017,24-01-2017,1,203,2274,481,22-01-2017
953,185192,Stayed,16-01-2017,18-01-2017,1,203,4157,880,06-01-2017
954,114490,Stayed,16-01-2017,17-01-2017,1,203,2339,495,16-01-2017
955,33926,Stayed,15-01-2017,16-01-2017,1,203,2469,523,10-01-2017
956,39744,Cancelled,15-01-2017,16-01-2017,1,203,2924,743,11-01-2017
957,38870,Cancelled,27-01-2017,28-01-2017,1,651,2924,618,27-01-2017
958,100536,Cancelled,31-01-2017,01-02-2017,1,574,2404,508,31-01-2017
959,192084,Cancelled,28-01-2017,29-01-2017,1,574,3054,646,27-01-2017
960,180029,Stayed,27-01-2017,28-01-2017,1,574,2404,508,27-01-2017
961,192084,Cancelled,27-01-2017,28-01-2017,1,574,2404,508,27-01-2017
962,3424,Stayed,25-01-2017,26-01-2017,1,574,2599,550,25-01-2017
963,21694,No Show,23-01-2017,24-01-2017,1,574,2079,440,21-01-2017
964,192084,Stayed,20-01-2017,21-01-2017,1,574,2534,536,19-01-2017
965,83686,Stayed,14-01-2017,15-01-2017,1,574,2404,508,10-01-2017
966,21694,No Show,13-01-2017,14-01-2017,1,574,2404,508,11-01-2017
967,162727,Stayed,21-01-2017,22-01-2017,1,574,2664,586,18-01-2017
968,43287,Stayed,12-01-2017,13-01-2017,1,685,2014,426,10-01-2017
969,171124,Cancelled,22-01-2017,23-01-2017,1,569,2729,578,13-01-2017
970,19964,Cancelled,22-01-2017,23-01-2017,2,44,4547,963,21-01-2017
971,109075,Stayed,20-01-2017,21-01-2017,1,44,1884,415,20-01-2017
972,165241,Cancelled,14-01-2017,16-01-2017,1,44,4677,1187,14-01-2017
973,86742,Stayed,11-01-2017,12-01-2017,2,44,3962,1005,11-01-2017
974,8380,Stayed,11-01-2017,12-01-2017,1,44,1624,343,11-01-2017
975,119441,Cancelled,12-10-2017,17-10-2017,1,777,18194,0,21-01-2017
976,45445,Stayed,12-01-2017,13-01-2017,1,777,1884,479,12-01-2017
977,56694,Cancelled,02-01-2017,03-01-2017,1,777,2794,591,02-01-2017
978,162221,Cancelled,16-01-2017,20-01-2017,1,206,14035,3088,10-01-2017
979,61254,Stayed,31-01-2017,01-02-2017,1,677,1949,413,31-01-2017
980,72253,Cancelled,13-02-2017,14-02-2017,1,677,3054,646,17-01-2017
981,55090,Stayed,31-01-2017,01-02-2017,1,677,1949,495,31-01-2017
982,92590,Cancelled,28-01-2017,29-01-2017,1,677,3119,660,04-01-2017
983,56694,Cancelled,27-01-2017,28-01-2017,1,677,2339,495,27-01-2017
984,4675,Stayed,13-01-2017,14-01-2017,1,677,2404,508,05-01-2017
985,199293,Stayed,07-01-2017,08-01-2017,1,677,2274,578,07-01-2017
986,106210,Stayed,01-02-2017,02-02-2017,1,594,2673,589,29-01-2017
987,133740,Stayed,30-01-2017,02-02-2017,1,594,8206,0,30-01-2017
988,164983,Stayed,28-01-2017,29-01-2017,1,594,2785,590,28-01-2017
989,87768,Stayed,17-01-2017,20-01-2017,1,594,9887,2510,16-01-2017
990,87768,Stayed,15-01-2017,17-01-2017,1,594,5330,1128,14-01-2017
991,87768,Cancelled,17-01-2017,21-01-2017,1,594,13151,3339,16-01-2017
992,72674,Stayed,11-01-2017,14-01-2017,1,594,11384,2987,11-01-2017
993,72656,Cancelled,09-01-2017,13-01-2017,1,614,11695,2969,05-01-2017
994,170174,Cancelled,05-02-2017,06-02-2017,1,751,5069,1073,28-01-2017
995,43500,Stayed,16-01-2017,17-01-2017,1,751,5004,1058,10-01-2017
996,162418,Stayed,12-01-2017,13-01-2017,1,751,4029,853,11-01-2017
997,195264,Cancelled,12-01-2017,13-01-2017,1,751,4289,908,11-01-2017
998,158173,Stayed,03-01-2017,04-01-2017,1,754,4744,1205,03-01-2017
999,72656,Stayed,09-01-2017,13-01-2017,1,509,12215,3101,05-01-2017
1000,71428,Stayed,28-01-2017,29-01-2017,1,736,3899,825,28-01-2017
1001,32661,Stayed,19-02-2017,20-02-2017,1,252,2506,530,19-02-2017
1002,77901,Stayed,17-02-2017,18-02-2017,1,252,2573,545,14-02-2017
1003,36635,Stayed,16-02-2017,17-02-2017,1,252,2616,553,15-02-2017
1004,36635,Stayed,14-02-2017,16-02-2017,1,252,5478,1159,11-02-2017
1005,193104,Stayed,12-02-2017,14-02-2017,1,252,5502,1164,12-02-2017
1006,77745,Cancelled,11-03-2017,14-03-2017,1,571,14750,3121,28-02-2017
1007,170174,Stayed,16-02-2017,17-02-2017,1,571,3769,798,16-02-2017
1008,170174,Stayed,14-02-2017,16-02-2017,1,571,8382,1844,11-02-2017
1009,164004,Stayed,12-02-2017,13-02-2017,1,571,4614,976,12-02-2017
1010,122584,Stayed,08-02-2017,11-02-2017,1,571,12539,2652,07-02-2017
1011,66762,Cancelled,04-03-2017,05-03-2017,1,109,3184,673,26-02-2017
1012,145104,Stayed,18-02-2017,19-02-2017,1,109,2859,605,18-02-2017
1013,66762,Stayed,15-02-2017,16-02-2017,1,109,2664,563,13-02-2017
1014,106508,Stayed,13-02-2017,14-02-2017,1,109,2664,563,13-02-2017
1015,73210,Stayed,11-02-2017,12-02-2017,1,109,4354,921,11-02-2017
1016,66762,Cancelled,11-02-2017,12-02-2017,1,109,3639,770,02-02-2017
1017,52850,Stayed,06-02-2017,10-02-2017,1,109,14149,2993,05-02-2017
1018,20855,Stayed,06-02-2017,07-02-2017,1,109,2534,558,06-02-2017
1019,20855,Cancelled,06-02-2017,07-02-2017,1,109,2534,536,06-02-2017
1020,161206,Stayed,28-02-2017,01-03-2017,1,109,2924,618,27-02-2017
1021,106508,Stayed,26-02-2017,27-02-2017,1,109,2664,563,26-02-2017
1022,86029,Stayed,25-02-2017,26-02-2017,1,109,3769,798,25-02-2017
1023,193036,Cancelled,06-03-2017,08-03-2017,1,88,5580,1180,20-02-2017
1024,9197,Cancelled,03-03-2017,05-03-2017,1,88,6388,1352,24-02-2017
1025,193036,Cancelled,04-03-2017,08-03-2017,1,88,11575,2449,23-02-2017
1026,47963,Stayed,21-02-2017,22-02-2017,1,88,2349,497,21-02-2017
1027,47963,Stayed,20-02-2017,21-02-2017,1,88,1837,388,20-02-2017
1028,193036,Stayed,08-02-2017,13-02-2017,1,88,15087,3191,07-02-2017
1029,27876,Stayed,10-02-2017,11-02-2017,1,88,2283,483,10-02-2017
1030,151259,Cancelled,07-02-2017,08-02-2017,1,88,2913,739,07-02-2017
1031,24582,Stayed,04-02-2017,06-02-2017,1,88,4966,1051,03-02-2017
1032,144909,Cancelled,11-02-2017,12-02-2017,1,755,4289,908,09-02-2017
1033,154812,Cancelled,09-02-2017,10-02-2017,1,859,1494,316,09-02-2017
1034,105919,Cancelled,19-02-2017,20-02-2017,2,232,5533,1218,18-02-2017
1035,123102,Stayed,05-02-2017,06-02-2017,1,232,1836,388,05-02-2017
1036,187153,Stayed,03-02-2017,05-02-2017,1,232,5962,1514,02-02-2017
1037,98294,Cancelled,10-02-2017,11-02-2017,1,195,2404,508,10-02-2017
1038,192119,Stayed,04-02-2017,05-02-2017,1,195,1819,385,02-02-2017
1039,192914,Stayed,16-02-2017,17-02-2017,1,468,3249,825,16-02-2017
1040,135672,Cancelled,12-02-2017,13-02-2017,1,468,3184,673,12-02-2017
1041,46097,Stayed,03-02-2017,05-02-2017,1,194,5132,1302,02-02-2017
1042,19943,Stayed,03-03-2017,04-03-2017,1,684,3574,756,26-02-2017
1043,66598,Stayed,27-02-2017,28-02-2017,1,160,3184,673,27-02-2017
1044,125092,Stayed,27-02-2017,28-02-2017,1,160,2664,563,26-02-2017
1045,67529,Stayed,04-03-2017,05-03-2017,1,486,2664,677,28-02-2017
1046,46444,Cancelled,04-03-2017,08-03-2017,1,486,11435,2516,03-02-2017
1047,141430,Cancelled,27-02-2017,28-02-2017,1,486,2209,561,27-02-2017
1048,130739,Stayed,16-02-2017,17-02-2017,1,486,2599,572,15-02-2017
1049,83896,Stayed,14-02-2017,16-02-2017,1,486,5132,1086,14-02-2017
1050,130739,Stayed,06-02-2017,07-02-2017,1,486,2144,472,05-02-2017
1051,105620,Stayed,22-02-2017,23-02-2017,1,128,2924,618,21-02-2017
1052,105620,Cancelled,22-02-2017,23-02-2017,1,128,2924,618,21-02-2017
1053,105620,Stayed,21-02-2017,22-02-2017,1,128,2924,618,21-02-2017
1054,42849,Cancelled,18-02-2017,19-02-2017,1,812,2144,453,18-02-2017
1055,153697,Stayed,10-02-2017,11-02-2017,1,812,2209,468,09-02-2017
1056,112514,Cancelled,16-02-2017,20-02-2017,1,250,10785,2373,08-02-2017
1057,122584,Cancelled,06-03-2017,08-03-2017,1,846,7017,1485,28-02-2017
1058,192208,Cancelled,07-02-2017,08-02-2017,1,846,2924,618,07-02-2017
1059,138055,Cancelled,20-02-2017,21-02-2017,1,107,3314,701,20-02-2017
1060,59986,Stayed,03-02-2017,04-02-2017,1,383,3054,646,03-02-2017
1061,37827,Cancelled,24-04-2017,26-04-2017,2,274,12475,2639,23-02-2017
1062,75173,Stayed,13-02-2017,14-02-2017,1,56,2729,578,12-02-2017
1063,32581,No Show,15-02-2017,17-02-2017,1,56,3448,759,15-02-2017
1064,166201,Stayed,01-06-2017,03-06-2017,1,583,6757,1430,28-02-2017
1065,65516,No Show,12-02-2017,13-02-2017,1,583,2144,545,12-02-2017
1066,62006,Stayed,02-03-2017,03-03-2017,1,245,2327,493,28-02-2017
1067,62006,Stayed,28-02-2017,02-03-2017,1,245,4675,989,27-02-2017
1068,62006,Cancelled,27-02-2017,02-03-2017,1,245,6868,1453,27-02-2017
1069,40906,Stayed,25-02-2017,26-02-2017,1,245,2573,567,25-02-2017
1070,186686,No Show,11-02-2017,12-02-2017,1,245,3032,641,11-02-2017
1071,14874,Stayed,04-02-2017,06-02-2017,2,432,12735,2694,04-02-2017
1072,124252,Stayed,07-03-2017,08-03-2017,1,944,3045,645,26-02-2017
1073,169265,Cancelled,12-02-2017,13-02-2017,1,944,1990,438,08-02-2017
1074,43860,Stayed,07-02-2017,08-02-2017,1,944,2558,541,07-02-2017
1075,100305,Stayed,01-03-2017,03-03-2017,1,295,5392,1141,28-02-2017
1076,124252,Cancelled,07-03-2017,08-03-2017,1,295,3119,660,25-02-2017
1077,193154,Cancelled,21-02-2017,24-02-2017,1,295,8771,1929,20-02-2017
1078,99071,Stayed,09-02-2017,11-02-2017,1,295,5652,1196,02-02-2017
1079,33824,No Show,08-02-2017,09-02-2017,1,295,2534,536,08-02-2017
1080,77745,Cancelled,11-03-2017,14-03-2017,1,86,7773,1645,03-02-2017
1081,57801,Stayed,28-02-2017,01-03-2017,1,86,1945,411,27-02-2017
1082,75795,Stayed,26-02-2017,28-02-2017,1,86,3656,773,26-02-2017
1083,57801,Stayed,27-02-2017,28-02-2017,1,86,1777,376,26-02-2017
1084,57801,Stayed,26-02-2017,27-02-2017,1,86,2015,427,24-02-2017
1085,172023,Stayed,24-02-2017,26-02-2017,1,86,4347,920,23-02-2017
1086,57801,Stayed,24-02-2017,25-02-2017,1,86,2025,429,23-02-2017
1087,95960,Stayed,24-02-2017,25-02-2017,1,86,2553,540,07-02-2017
